age,gender,province
75,Female,Alberta
31,Male,Nova Scotia
24,Male,Ontario
33,Female,Quebec
62,Female,Newfoundland and Labrador
57,Male,Ontario
71,Female,Quebec
52,Female,Quebec
61,Female,Quebec
34,Female,Alberta
34,Female,Newfoundland and Labrador
79,Female,Ontario
68,Male,Saskatchewan
50,Male,Saskatchewan
57,Male,Newfoundland and Labrador
32,Male,Ontario
37,Female,British Columbia
57,Female,Newfoundland and Labrador
39,Male,British Columbia
57,Male,Alberta
80,Female,New Brunswick
72,Female,Manitoba
80,Female,Ontario
40,Male,Saskatchewan
54,Female,Manitoba
64,Male,Nova Scotia
18,Male,Quebec
49,Male,Ontario
60,Male,Ontario
50,Female,British Columbia
68,Female,New Brunswick
60,Female,Alberta
78,Female,Ontario
70,Male,Nova Scotia
25,Male,Nova Scotia
54,Male,Ontario
34,Female,Ontario
31,Male,Quebec
79,Female,Ontario
29,Female,Manitoba
32,Male,British Columbia
46,Male,Newfoundland and Labrador
73,Female,Ontario
45,Male,Alberta
60,Female,Prince Edward Island
76,Female,Quebec
30,Male,British Columbia
66,Male,Alberta
71,Female,Saskatchewan
38,Male,Manitoba
65,Male,Nova Scotia
59,Female,Manitoba
54,Male,Quebec
76,Male,Nova Scotia
24,Male,Ontario
74,Male,Quebec
53,Female,New Brunswick
21,Female,Quebec
66,Female,Quebec
63,Female,Quebec
58,Male,Quebec
52,Female,Ontario
77,Male,Ontario
22,Female,Nova Scotia
51,Female,Quebec
56,Female,Nova Scotia
58,Female,Newfoundland and Labrador
55,Male,British Columbia
37,Female,Saskatchewan
45,Male,Alberta
19,Male,Saskatchewan
63,Female,Quebec
57,Female,Ontario
50,Male,Ontario
39,Male,Quebec
61,Female,Prince Edward Island
25,Male,Manitoba
48,Male,Saskatchewan
46,Female,Quebec
19,Male,Newfoundland and Labrador
46,Female,Alberta
69,Female,New Brunswick
50,Male,Saskatchewan
75,Female,Newfoundland and Labrador
51,Male,Saskatchewan
44,Female,Ontario
44,Male,Quebec
76,Male,Quebec
26,Female,Prince Edward Island
51,Male,Ontario
51,Male,Prince Edward Island
77,Female,New Brunswick
76,Female,Quebec
72,Female,Saskatchewan
61,Female,Ontario
19,Male,New Brunswick
18,Female,Newfoundland and Labrador
33,Female,Nova Scotia
29,Female,British Columbia
38,Male,Quebec
67,Female,New Brunswick
53,Female,Quebec
67,Female,Ontario
58,Male,Ontario
37,Male,Alberta
61,Male,Manitoba
31,Male,Quebec
64,Female,Quebec
67,Male,Quebec
24,Female,British Columbia
60,Male,Ontario
55,Female,Alberta
80,Female,Prince Edward Island
58,Female,Saskatchewan
21,Male,Ontario
68,Male,Saskatchewan
71,Female,New Brunswick
59,Female,Quebec
42,Female,British Columbia
56,Male,Nova Scotia
40,Female,Quebec
36,Female,Ontario
62,Female,Ontario
61,Female,Saskatchewan
47,Female,Ontario
36,Female,Quebec
70,Female,British Columbia
74,Female,Ontario
72,Male,British Columbia
66,Female,Ontario
78,Female,Ontario
31,Male,Ontario
72,Male,Ontario
71,Male,Ontario
30,Female,Nova Scotia
43,Male,Nova Scotia
20,Male,British Columbia
66,Female,Ontario
63,Female,Prince Edward Island
69,Female,Ontario
72,Female,Quebec
30,Female,Quebec
48,Male,Quebec
22,Female,Nova Scotia
28,Male,Ontario
59,Male,Alberta
69,Male,Ontario
63,Female,Ontario
40,Male,Newfoundland and Labrador
78,Female,Newfoundland and Labrador
31,Female,Quebec
54,Male,Manitoba
79,Male,Ontario
66,Male,British Columbia
48,Male,Ontario
37,Female,Saskatchewan
38,Male,Ontario
57,Male,Ontario
70,Female,Ontario
25,Male,Ontario
72,Female,Nova Scotia
55,Male,New Brunswick
41,Male,Ontario
51,Male,Manitoba
37,Female,Nova Scotia
64,Male,British Columbia
73,Female,New Brunswick
67,Female,Alberta
28,Male,Manitoba
65,Male,Ontario
62,Female,Ontario
57,Male,Ontario
53,Female,New Brunswick
70,Female,Prince Edward Island
32,Female,Ontario
46,Female,Nova Scotia
52,Male,Nova Scotia
64,Male,Ontario
44,Male,Quebec
41,Female,Quebec
26,Male,Quebec
54,Male,Ontario
52,Female,New Brunswick
59,Male,Newfoundland and Labrador
50,Male,Saskatchewan
60,Female,New Brunswick
56,Female,Nova Scotia
61,Female,Alberta
61,Male,Quebec
71,Female,British Columbia
49,Female,Alberta
52,Female,Prince Edward Island
74,Female,Manitoba
50,Female,Ontario
77,Male,Quebec
71,Male,Alberta
38,Male,Manitoba
39,Female,Ontario
51,Female,Quebec
54,Male,Ontario
28,Male,Ontario
71,Male,Quebec
68,Female,Ontario
29,Female,Manitoba
23,Female,Newfoundland and Labrador
38,Female,Ontario
39,Male,British Columbia
74,Male,British Columbia
30,Male,Prince Edward Island
55,Male,Ontario
34,Female,Saskatchewan
68,Female,Manitoba
28,Male,Newfoundland and Labrador
40,Female,Alberta
46,Male,British Columbia
42,Female,Ontario
60,Female,Ontario
52,Male,Manitoba
20,Male,Nova Scotia
49,Male,Ontario
30,Male,Saskatchewan
53,Female,Quebec
38,Male,Quebec
69,Male,Nova Scotia
68,Male,Prince Edward Island
54,Female,Quebec
22,Male,Ontario
34,Female,British Columbia
59,Female,Ontario
78,Male,Alberta
49,Male,New Brunswick
75,Male,Newfoundland and Labrador
39,Male,Alberta
58,Male,Quebec
76,Male,Saskatchewan
73,Female,Quebec
30,Male,Prince Edward Island
46,Male,Nova Scotia
57,Female,Quebec
80,Female,Prince Edward Island
60,Female,British Columbia
73,Male,British Columbia
77,Female,British Columbia
80,Female,Ontario
67,Female,Quebec
47,Female,New Brunswick
51,Male,Manitoba
29,Male,New Brunswick
68,Female,New Brunswick
35,Female,Nova Scotia
20,Male,Nova Scotia
65,Male,British Columbia
20,Female,Alberta
30,Female,Nova Scotia
50,Male,Quebec
45,Male,British Columbia
68,Male,Ontario
71,Male,New Brunswick
64,Male,New Brunswick
18,Male,British Columbia
39,Female,Ontario
41,Male,Nova Scotia
30,Female,Alberta
48,Male,British Columbia
70,Female,Ontario
80,Male,Manitoba
80,Female,Newfoundland and Labrador
68,Male,Saskatchewan
33,Male,Ontario
40,Male,Quebec
49,Female,British Columbia
47,Female,British Columbia
62,Male,Prince Edward Island
70,Male,Nova Scotia
30,Male,British Columbia
30,Male,Newfoundland and Labrador
50,Male,Nova Scotia
70,Female,Nova Scotia
46,Male,Alberta
72,Female,Manitoba
67,Female,Saskatchewan
30,Female,Saskatchewan
63,Female,Prince Edward Island
77,Female,Ontario
64,Female,Alberta
78,Female,Nova Scotia
69,Female,Ontario
62,Female,Quebec
36,Female,Ontario
46,Male,Newfoundland and Labrador
46,Male,Manitoba
29,Male,British Columbia
25,Female,Alberta
37,Male,Saskatchewan
57,Female,Quebec
51,Female,Quebec
80,Male,Saskatchewan
45,Female,Ontario
78,Female,Quebec
60,Female,Quebec
42,Female,New Brunswick
58,Male,New Brunswick
73,Male,Prince Edward Island
63,Female,Saskatchewan
39,Female,Nova Scotia
79,Male,Ontario
35,Male,Ontario
66,Female,Quebec
47,Female,Newfoundland and Labrador
69,Male,Manitoba
48,Male,Quebec
42,Female,Ontario
69,Male,Alberta
57,Female,Newfoundland and Labrador
22,Female,New Brunswick
39,Male,Alberta
33,Female,Quebec
52,Female,Ontario
64,Male,New Brunswick
30,Female,Quebec
55,Female,Alberta
48,Female,Quebec
70,Female,Nova Scotia
46,Male,Ontario
55,Male,Manitoba
72,Male,Alberta
59,Male,Ontario
51,Female,Quebec
62,Male,Nova Scotia
54,Female,Manitoba
35,Male,British Columbia
62,Female,Quebec
41,Female,Ontario
80,Female,British Columbia
79,Female,Quebec
71,Female,New Brunswick
20,Male,New Brunswick
65,Female,Nova Scotia
54,Male,Quebec
58,Male,Ontario
47,Female,Ontario
51,Male,Newfoundland and Labrador
55,Female,Quebec
58,Female,New Brunswick
64,Female,Ontario
64,Female,Newfoundland and Labrador
61,Male,Ontario
59,Male,Quebec
65,Female,New Brunswick
22,Female,British Columbia
34,Female,Quebec
53,Female,British Columbia
41,Female,Ontario
70,Female,Nova Scotia
36,Female,Ontario
32,Female,New Brunswick
73,Female,Prince Edward Island
72,Female,Ontario
43,Male,Ontario
25,Female,Quebec
80,Male,Nova Scotia
52,Female,New Brunswick
54,Male,Manitoba
39,Male,Saskatchewan
49,Male,Nova Scotia
37,Female,Quebec
68,Male,British Columbia
32,Male,Alberta
38,Male,Nova Scotia
60,Female,British Columbia
45,Female,Alberta
40,Female,Quebec
80,Male,Ontario
60,Female,Saskatchewan
48,Male,Saskatchewan
52,Male,Quebec
67,Female,Ontario
71,Male,New Brunswick
73,Female,Saskatchewan
34,Female,Alberta
50,Female,Ontario
74,Female,Manitoba
41,Male,Newfoundland and Labrador
37,Male,New Brunswick
72,Male,British Columbia
44,Female,Quebec
58,Male,Ontario
37,Female,Ontario
70,Male,Alberta
48,Male,Alberta
22,Male,Alberta
21,Female,Manitoba
80,Male,Ontario
56,Male,Alberta
33,Male,Ontario
74,Male,British Columbia
76,Male,Nova Scotia
48,Male,Quebec
63,Male,Ontario
42,Male,Ontario
59,Female,Alberta
27,Female,Manitoba
53,Male,Quebec
46,Female,British Columbia
63,Female,Quebec
80,Male,Prince Edward Island
19,Male,Alberta
31,Female,Alberta
41,Male,Saskatchewan
64,Female,Quebec
26,Male,Quebec
28,Female,Ontario
80,Female,Ontario
34,Female,Manitoba
31,Female,Ontario
42,Male,Prince Edward Island
41,Male,Quebec
80,Female,New Brunswick
60,Female,Nova Scotia
71,Female,Ontario
25,Male,Saskatchewan
58,Male,Ontario
61,Male,New Brunswick
57,Male,Alberta
77,Female,Ontario
37,Female,Ontario
27,Male,Ontario
40,Female,New Brunswick
39,Male,Quebec
80,Female,Manitoba
69,Male,Manitoba
80,Female,New Brunswick
60,Male,British Columbia
64,Female,British Columbia
49,Male,Quebec
70,Male,New Brunswick
55,Female,Quebec
34,Male,British Columbia
45,Female,British Columbia
61,Female,Ontario
33,Male,Saskatchewan
36,Male,Ontario
29,Female,Alberta
65,Female,Alberta
65,Male,Manitoba
47,Female,Quebec
68,Female,Ontario
28,Female,British Columbia
67,Female,British Columbia
79,Female,Quebec
52,Male,Ontario
57,Male,Quebec
80,Female,British Columbia
30,Male,British Columbia
71,Male,Quebec
34,Female,Newfoundland and Labrador
34,Female,British Columbia
38,Female,Nova Scotia
37,Male,Ontario
39,Female,Quebec
53,Female,New Brunswick
29,Male,Saskatchewan
27,Female,Ontario
32,Male,Quebec
78,Male,Alberta
37,Male,Alberta
60,Female,Saskatchewan
28,Female,British Columbia
69,Female,Alberta
50,Male,Saskatchewan
36,Male,Quebec
60,Female,Ontario
70,Male,Quebec
39,Female,Quebec
27,Male,New Brunswick
48,Female,British Columbia
46,Female,Quebec
64,Female,Nova Scotia
59,Female,Ontario
47,Male,New Brunswick
52,Female,British Columbia
64,Female,Saskatchewan
42,Male,Newfoundland and Labrador
78,Male,Prince Edward Island
71,Male,Ontario
23,Female,New Brunswick
58,Male,Quebec
78,Female,Quebec
40,Male,Ontario
19,Male,Nova Scotia
59,Male,Quebec
63,Female,Ontario
41,Male,Ontario
78,Male,Quebec
71,Female,Quebec
37,Male,Manitoba
52,Male,Ontario
70,Female,Quebec
38,Male,Ontario
68,Male,Manitoba
80,Female,British Columbia
39,Male,Alberta
33,Male,Alberta
79,Male,Quebec
29,Male,Ontario
36,Male,Alberta
52,Male,Ontario
26,Male,Alberta
80,Male,Alberta
24,Female,Ontario
54,Male,Manitoba
38,Female,Newfoundland and Labrador
53,Male,Quebec
62,Male,British Columbia
36,Male,Ontario
33,Male,Newfoundland and Labrador
61,Female,Quebec
80,Male,Quebec
34,Male,Nova Scotia
49,Female,Manitoba
62,Female,Ontario
52,Female,Quebec
71,Female,British Columbia
58,Female,Ontario
80,Female,Ontario
69,Female,Ontario
67,Female,Quebec
70,Female,British Columbia
35,Male,Ontario
67,Female,Quebec
80,Female,Saskatchewan
75,Male,British Columbia
30,Female,Ontario
49,Female,Ontario
74,Female,Nova Scotia
47,Male,Saskatchewan
40,Male,Ontario
79,Female,Quebec
32,Female,Nova Scotia
66,Female,Quebec
62,Female,British Columbia
28,Female,British Columbia
28,Male,Alberta
59,Male,Quebec
68,Male,New Brunswick
80,Female,Alberta
29,Female,New Brunswick
78,Male,Quebec
32,Female,Quebec
32,Male,Ontario
40,Female,Prince Edward Island
57,Female,Manitoba
47,Female,Ontario
57,Female,Nova Scotia
64,Female,Newfoundland and Labrador
54,Male,Alberta
64,Female,Ontario
41,Female,Ontario
25,Female,British Columbia
58,Female,New Brunswick
44,Male,Quebec
54,Male,Alberta
53,Female,British Columbia
65,Female,Alberta
55,Female,Ontario
47,Male,Prince Edward Island
55,Male,New Brunswick
52,Male,Ontario
80,Female,Ontario
25,Male,Ontario
58,Male,Manitoba
67,Male,Ontario
65,Male,Prince Edward Island
40,Female,Quebec
59,Male,Ontario
62,Male,Nova Scotia
36,Female,British Columbia
79,Female,Quebec
80,Female,British Columbia
24,Male,Saskatchewan
54,Male,Saskatchewan
35,Female,Ontario
59,Female,Alberta
18,Male,Ontario
80,Female,British Columbia
23,Female,Ontario
49,Male,Quebec
67,Female,Ontario
57,Female,Quebec
29,Female,British Columbia
49,Female,British Columbia
26,Female,Ontario
64,Male,Newfoundland and Labrador
57,Female,Quebec
60,Male,Ontario
64,Male,New Brunswick
21,Female,Ontario
55,Female,Ontario
32,Male,Quebec
33,Female,Ontario
33,Male,Quebec
69,Male,Alberta
44,Male,Manitoba
39,Male,Alberta
26,Female,Quebec
36,Female,Alberta
75,Male,Ontario
59,Male,Prince Edward Island
58,Male,Ontario
41,Female,Alberta
37,Female,Alberta
25,Male,British Columbia
39,Female,Ontario
40,Male,Newfoundland and Labrador
27,Male,Manitoba
32,Female,New Brunswick
74,Female,Ontario
52,Female,Manitoba
35,Male,Alberta
44,Male,British Columbia
57,Male,Newfoundland and Labrador
76,Male,Quebec
72,Female,Alberta
55,Male,British Columbia
50,Female,British Columbia
77,Female,Ontario
39,Female,Newfoundland and Labrador
20,Male,Quebec
76,Female,Saskatchewan
33,Female,Alberta
57,Female,Ontario
56,Male,British Columbia
31,Male,Manitoba
55,Male,British Columbia
54,Female,Newfoundland and Labrador
36,Female,Saskatchewan
69,Female,Newfoundland and Labrador
75,Male,Newfoundland and Labrador
66,Female,Alberta
77,Male,Saskatchewan
74,Male,New Brunswick
22,Male,New Brunswick
39,Female,Quebec
72,Male,Ontario
75,Male,Ontario
75,Female,Saskatchewan
70,Female,Ontario
32,Female,Manitoba
63,Female,Quebec
29,Female,Newfoundland and Labrador
31,Female,Quebec
66,Male,Ontario
28,Female,Newfoundland and Labrador
60,Female,Saskatchewan
29,Male,Ontario
25,Female,Ontario
65,Male,Ontario
63,Female,Saskatchewan
40,Female,Quebec
39,Male,Ontario
35,Female,New Brunswick
74,Female,Manitoba
40,Male,British Columbia
39,Male,Saskatchewan
33,Male,Nova Scotia
73,Male,Quebec
44,Female,Quebec
70,Female,Ontario
50,Female,Nova Scotia
72,Female,Nova Scotia
71,Male,New Brunswick
37,Male,Quebec
42,Female,Quebec
27,Female,Newfoundland and Labrador
29,Male,New Brunswick
73,Female,British Columbia
58,Male,Ontario
26,Female,Ontario
33,Female,Ontario
76,Female,British Columbia
49,Female,Saskatchewan
43,Male,Newfoundland and Labrador
73,Female,Ontario
52,Male,Ontario
60,Female,Prince Edward Island
80,Male,Prince Edward Island
60,Female,Prince Edward Island
52,Female,Alberta
65,Female,British Columbia
58,Male,Nova Scotia
41,Female,British Columbia
32,Male,Ontario
54,Male,Alberta
69,Female,Saskatchewan
75,Male,Ontario
34,Female,Ontario
48,Male,Newfoundland and Labrador
61,Female,Ontario
22,Female,Ontario
24,Female,Quebec
80,Female,Nova Scotia
47,Female,Ontario
52,Female,New Brunswick
63,Female,Ontario
64,Female,Manitoba
79,Female,Newfoundland and Labrador
38,Male,Ontario
28,Female,Ontario
49,Male,Prince Edward Island
66,Female,Ontario
60,Female,Manitoba
46,Female,Ontario
58,Male,Saskatchewan
25,Female,British Columbia
65,Male,Ontario
32,Female,Ontario
69,Female,Quebec
57,Female,Quebec
66,Female,Ontario
66,Male,Saskatchewan
43,Female,Saskatchewan
69,Male,British Columbia
37,Male,Nova Scotia
35,Male,Quebec
25,Male,Quebec
66,Male,Ontario
50,Female,Alberta
53,Female,Manitoba
64,Female,Newfoundland and Labrador
31,Female,British Columbia
38,Female,Quebec
80,Female,Ontario
56,Male,Quebec
72,Female,Ontario
18,Female,Saskatchewan
47,Male,Ontario
65,Male,Manitoba
80,Male,Manitoba
70,Male,Ontario
60,Female,Quebec
56,Male,Alberta
79,Female,Ontario
59,Female,British Columbia
43,Female,New Brunswick
56,Male,New Brunswick
53,Male,Nova Scotia
56,Female,British Columbia
46,Male,British Columbia
46,Female,Saskatchewan
51,Female,Newfoundland and Labrador
54,Male,Quebec
28,Male,New Brunswick
31,Male,British Columbia
66,Female,Ontario
68,Female,New Brunswick
47,Female,Ontario
54,Male,Ontario
57,Male,Alberta
37,Female,Ontario
37,Male,Manitoba
32,Female,Ontario
37,Male,Ontario
40,Female,Newfoundland and Labrador
62,Male,Prince Edward Island
39,Female,New Brunswick
30,Female,British Columbia
26,Female,Manitoba
31,Female,Newfoundland and Labrador
43,Female,Quebec
65,Male,Quebec
73,Female,Saskatchewan
25,Female,Prince Edward Island
43,Female,Newfoundland and Labrador
64,Female,British Columbia
80,Female,Quebec
56,Female,Quebec
43,Male,Quebec
21,Male,Manitoba
59,Female,Prince Edward Island
80,Female,Prince Edward Island
73,Female,Quebec
58,Female,Quebec
58,Male,Manitoba
61,Female,British Columbia
29,Female,British Columbia
55,Male,Alberta
79,Male,Quebec
67,Female,Ontario
45,Female,Alberta
18,Female,British Columbia
66,Male,Nova Scotia
59,Male,Ontario
45,Female,Manitoba
58,Male,Ontario
29,Female,Ontario
36,Female,Ontario
53,Male,Newfoundland and Labrador
22,Male,Ontario
31,Male,Quebec
51,Female,Manitoba
74,Male,Newfoundland and Labrador
40,Female,Quebec
36,Female,Ontario
37,Male,Prince Edward Island
80,Male,British Columbia
52,Male,Quebec
76,Female,Ontario
64,Female,British Columbia
41,Female,Prince Edward Island
35,Male,Ontario
48,Male,Quebec
65,Female,Quebec
27,Female,New Brunswick
41,Male,Newfoundland and Labrador
47,Female,Ontario
80,Female,British Columbia
57,Female,Nova Scotia
43,Female,Saskatchewan
33,Male,Alberta
46,Male,British Columbia
64,Male,British Columbia
54,Female,Manitoba
58,Female,Quebec
54,Female,Ontario
77,Female,Ontario
57,Male,Alberta
69,Male,Saskatchewan
33,Female,Quebec
60,Male,British Columbia
80,Female,Manitoba
55,Male,Alberta
69,Male,Ontario
24,Female,Quebec
31,Male,Quebec
45,Female,British Columbia
59,Male,British Columbia
32,Female,British Columbia
38,Female,Ontario
71,Male,Nova Scotia
30,Female,Quebec
68,Male,Ontario
32,Female,Quebec
68,Male,Nova Scotia
63,Male,Quebec
36,Male,Ontario
33,Male,British Columbia
57,Female,Saskatchewan
66,Male,British Columbia
50,Male,Manitoba
80,Female,Quebec
65,Male,British Columbia
58,Male,Ontario
36,Male,Quebec
29,Female,Saskatchewan
55,Male,Prince Edward Island
54,Female,Saskatchewan
40,Female,Ontario
51,Male,Quebec
52,Female,British Columbia
29,Male,Ontario
39,Female,British Columbia
75,Female,Ontario
71,Female,Quebec
33,Female,British Columbia
21,Female,Ontario
60,Female,Nova Scotia
56,Female,Prince Edward Island
80,Female,Nova Scotia
35,Female,Nova Scotia
36,Female,Quebec
26,Female,Ontario
70,Male,Quebec
43,Male,Prince Edward Island
53,Male,Ontario
27,Female,Ontario
36,Female,Nova Scotia
38,Male,Quebec
29,Female,Ontario
80,Female,British Columbia
23,Female,Ontario
60,Female,British Columbia
59,Male,Manitoba
56,Female,Quebec
76,Female,Ontario
29,Female,Ontario
80,Male,British Columbia
40,Female,Saskatchewan
20,Female,Quebec
67,Female,New Brunswick
23,Female,British Columbia
38,Female,Saskatchewan
65,Male,Ontario
80,Male,Alberta
59,Female,British Columbia
74,Male,British Columbia
72,Male,Manitoba
63,Female,Ontario
53,Female,Alberta
63,Male,Quebec
41,Male,Quebec
41,Female,Nova Scotia
40,Female,Prince Edward Island
48,Female,Newfoundland and Labrador
31,Female,Quebec
26,Male,British Columbia
63,Male,Manitoba
80,Female,Ontario
45,Male,Alberta
43,Female,Manitoba
30,Male,Saskatchewan
67,Female,Saskatchewan
67,Female,Ontario
69,Female,Manitoba
56,Male,Saskatchewan
37,Female,Ontario
26,Female,Ontario
49,Male,Ontario
57,Female,Ontario
56,Female,Ontario
80,Female,New Brunswick
55,Male,Prince Edward Island
64,Female,Ontario
64,Female,Ontario
54,Female,Newfoundland and Labrador
42,Female,Ontario
74,Female,Ontario
45,Male,Alberta
65,Female,Ontario
73,Male,British Columbia
33,Female,Alberta
71,Male,Quebec
51,Male,British Columbia
61,Male,Alberta
66,Male,Ontario
20,Female,Newfoundland and Labrador
55,Male,Alberta
31,Female,Ontario
20,Female,Ontario
69,Female,Quebec
62,Male,Quebec
66,Male,Alberta
46,Female,British Columbia
63,Male,Quebec
29,Male,Saskatchewan
68,Female,Saskatchewan
41,Male,British Columbia
62,Female,Manitoba
55,Female,Ontario
60,Male,Alberta
80,Female,Newfoundland and Labrador
40,Female,Quebec
43,Female,British Columbia
45,Male,Quebec
61,Male,Ontario
76,Female,Ontario
62,Female,Prince Edward Island
56,Female,British Columbia
68,Male,British Columbia
54,Female,Ontario
61,Female,British Columbia
60,Female,Ontario
20,Male,Quebec
49,Female,Ontario
23,Male,Prince Edward Island
55,Female,Ontario
43,Female,Nova Scotia
60,Female,Newfoundland and Labrador
67,Female,Quebec
42,Female,Quebec
70,Female,Alberta
47,Female,British Columbia
27,Female,British Columbia
51,Female,Ontario
44,Female,Ontario
29,Male,Ontario
68,Male,Ontario
63,Female,Nova Scotia
80,Female,Prince Edward Island
21,Male,British Columbia
38,Female,Quebec
35,Male,Manitoba
80,Female,Ontario
57,Female,Ontario
33,Female,Alberta
64,Female,Ontario
57,Female,Quebec
25,Male,Manitoba
48,Female,Ontario
50,Female,Quebec
76,Female,Nova Scotia
53,Female,Ontario
33,Female,Alberta
43,Male,Nova Scotia
78,Female,Ontario
61,Female,Ontario
68,Male,Ontario
64,Male,Alberta
75,Female,Ontario
43,Male,Ontario
48,Female,Ontario
34,Male,British Columbia
80,Female,Ontario
60,Male,Ontario
28,Female,Quebec
62,Female,Ontario
29,Female,Ontario
60,Male,Quebec
68,Female,Prince Edward Island
58,Male,Prince Edward Island
68,Female,Alberta
53,Male,British Columbia
36,Female,Alberta
74,Male,Ontario
28,Female,Alberta
67,Female,Ontario
20,Male,Saskatchewan
70,Female,Ontario
21,Female,Ontario
69,Female,Alberta
62,Male,Quebec
58,Male,Prince Edward Island
29,Male,Ontario
46,Male,Ontario
36,Male,Ontario
56,Male,Ontario
46,Female,Ontario
51,Male,Quebec
34,Female,Nova Scotia
45,Male,Ontario
62,Male,Quebec
59,Female,British Columbia
80,Male,Manitoba
79,Female,Ontario
79,Female,Alberta
65,Female,British Columbia
79,Male,Quebec
70,Female,Alberta
75,Female,Saskatchewan
27,Female,Nova Scotia
76,Male,Ontario
79,Male,Ontario
61,Male,British Columbia
55,Male,Saskatchewan
58,Female,Ontario
36,Male,Ontario
56,Male,Ontario
38,Male,British Columbia
62,Male,New Brunswick
47,Female,Prince Edward Island
59,Male,Ontario
68,Female,British Columbia
49,Female,Ontario
38,Male,Prince Edward Island
69,Female,Newfoundland and Labrador
37,Female,Alberta
23,Male,British Columbia
31,Female,Alberta
70,Female,Ontario
48,Female,Ontario
72,Female,New Brunswick
57,Male,Nova Scotia
38,Male,British Columbia
31,Male,British Columbia
72,Female,Alberta
49,Male,British Columbia
30,Male,Nova Scotia
28,Female,Ontario
62,Female,Newfoundland and Labrador
68,Female,British Columbia
64,Female,Quebec
24,Male,Alberta
71,Male,Saskatchewan
25,Male,Quebec
52,Female,British Columbia
80,Male,Prince Edward Island
66,Female,Quebec
65,Female,Quebec
76,Female,Nova Scotia
58,Male,Prince Edward Island
34,Male,Ontario
59,Female,Ontario
48,Female,Ontario
41,Male,Ontario
72,Male,British Columbia
47,Female,British Columbia
53,Female,British Columbia
41,Female,Alberta
52,Female,Ontario
62,Female,Ontario
47,Female,Ontario
80,Female,Saskatchewan
65,Female,Quebec
77,Female,Quebec
73,Male,Newfoundland and Labrador
70,Male,Nova Scotia
73,Male,Ontario
23,Male,Ontario
30,Female,Nova Scotia
52,Female,Saskatchewan
51,Male,Quebec
54,Male,Ontario
27,Female,Alberta
55,Male,British Columbia
78,Female,British Columbia
41,Female,Saskatchewan
62,Male,Ontario
32,Female,Ontario
70,Female,Ontario
30,Male,Ontario
75,Female,Ontario
42,Female,Manitoba
46,Female,New Brunswick
27,Male,British Columbia
35,Male,Quebec
40,Female,British Columbia
66,Male,Ontario
55,Female,Ontario
48,Female,British Columbia
38,Male,Ontario
48,Female,British Columbia
31,Female,Saskatchewan
25,Female,Ontario
70,Male,Saskatchewan
34,Male,Nova Scotia
79,Male,Quebec
63,Female,Quebec
58,Female,Quebec
44,Female,Alberta
37,Male,New Brunswick
59,Female,Ontario
60,Male,Quebec
38,Male,Ontario
53,Female,Manitoba
46,Male,Ontario
56,Male,Alberta
63,Female,Ontario
52,Male,Nova Scotia
70,Female,Ontario
54,Male,Ontario
50,Male,New Brunswick
55,Male,Nova Scotia
59,Female,Manitoba
66,Male,Alberta
59,Male,Alberta
36,Male,Manitoba
47,Male,Nova Scotia
46,Female,Ontario
54,Female,Nova Scotia
52,Female,Quebec
33,Male,Quebec
43,Male,Quebec
69,Male,Quebec
57,Female,Quebec
19,Male,Prince Edward Island
27,Female,Nova Scotia
43,Female,British Columbia
50,Female,Ontario
68,Female,Newfoundland and Labrador
74,Male,Alberta
74,Female,Ontario
28,Male,Quebec
58,Male,Quebec
69,Male,Quebec
36,Female,Manitoba
68,Male,Quebec
36,Female,Quebec
33,Female,Ontario
55,Male,Nova Scotia
64,Male,Ontario
57,Female,British Columbia
46,Female,Newfoundland and Labrador
18,Male,Quebec
44,Female,British Columbia
59,Male,Nova Scotia
29,Male,Quebec
21,Female,Ontario
35,Female,British Columbia
55,Female,Alberta
27,Female,New Brunswick
50,Male,Prince Edward Island
61,Male,British Columbia
59,Female,Quebec
49,Male,British Columbia
56,Female,Manitoba
40,Female,Ontario
35,Female,British Columbia
30,Male,Ontario
60,Male,Quebec
69,Female,British Columbia
46,Male,British Columbia
35,Male,Nova Scotia
51,Male,Ontario
41,Female,Manitoba
80,Female,Quebec
47,Female,Ontario
80,Male,Ontario
80,Male,Ontario
57,Male,Quebec
62,Male,Ontario
57,Female,Quebec
67,Male,Ontario
77,Female,Manitoba
27,Female,Ontario
59,Female,Quebec
61,Female,Ontario
74,Male,Quebec
73,Male,Nova Scotia
53,Male,New Brunswick
76,Female,Ontario
24,Female,Nova Scotia
30,Male,Manitoba
80,Female,Quebec
69,Female,New Brunswick
80,Female,Ontario
50,Male,British Columbia
76,Female,Ontario
69,Male,Alberta
66,Male,British Columbia
47,Female,Saskatchewan
50,Female,Ontario
64,Female,Ontario
45,Female,Quebec
23,Male,New Brunswick
69,Male,British Columbia
36,Male,Ontario
37,Female,Ontario
53,Male,Nova Scotia
60,Male,Ontario
63,Male,Ontario
37,Male,Quebec
43,Female,British Columbia
55,Female,Manitoba
66,Female,Nova Scotia
43,Male,Manitoba
25,Female,Ontario
18,Female,Ontario
71,Male,Ontario
22,Male,Newfoundland and Labrador
60,Male,Quebec
41,Male,Saskatchewan
62,Female,Saskatchewan
33,Female,Quebec
79,Female,Ontario
67,Female,Ontario
31,Male,Ontario
67,Female,British Columbia
79,Male,Quebec
48,Female,New Brunswick
80,Female,Prince Edward Island
56,Male,Quebec
